日期,类型,金额,分类,备注
2020-10-10 04:41:36,收入,222.77,利息,
2020-01-09 18:27:05,支出,495.11,服装,
2020-05-01 18:04:30,支出,666.48,打车,
2020-02-01 07:26:06,支出,54.90,居家,
2020-07-01 01:57:25,收入,39.41,工作,
2020-05-16 11:59:34,支出,103.74,医疗,
2020-11-08 23:24:40,收入,302.20,退税退费,
2020-03-12 21:56:37,支出,285.57,数码,
2020-08-23 10:31:57,收入,331.59,礼金,
2020-05-05 19:32:36,支出,550.78,停车,
2020-10-26 07:49:45,收入,413.40,红包,
2020-02-20 22:24:00,收入,352.16,二手转卖,
2020-08-10 03:17:08,支出,552.55,汽车,
2020-11-23 18:09:23,支出,674.88,教育,
2020-07-06 13:35:17,支出,487.44,外卖,
2020-11-03 08:39:24,收入,323.84,社会保障,
2020-02-01 07:06:34,收入,469.97,礼金,
2020-04-10 14:49:01,支出,241.84,书,
2020-06-03 07:54:03,收入,156.04,礼金,
2020-12-23 20:46:02,支出,235.64,烟酒,
2020-02-01 23:12:08,收入,35.67,理财,
2020-12-09 07:48:59,收入,360.87,工作,
2020-02-03 02:16:55,收入,117.73,公积金,
2020-11-25 13:16:04,支出,317.13,维修,
2020-02-16 08:03:47,支出,720.67,书,
2020-02-13 00:47:29,支出,92.73,学习,
2020-09-15 01:00:03,收入,7017.00,工资,
2020-08-01 23:36:59,收入,434.81,报销,
2020-06-09 21:36:56,支出,655.61,医疗,
2020-11-21 04:07:09,支出,672.28,社保,
2020-07-04 19:20:15,支出,664.28,纳税,
2020-12-28 22:19:30,支出,112.15,家庭,
2020-05-21 10:38:52,支出,469.17,物业,
2020-08-14 12:06:26,收入,140.46,退税退费,
2020-03-28 00:48:29,收入,121.96,兼职,
2020-08-25 17:54:46,支出,711.91,零食,
2020-01-05 19:27:35,支出,340.71,停车,
2020-03-11 10:17:03,收入,471.58,股票,
2020-06-03 23:19:01,支出,398.07,母婴,
2020-07-21 15:37:22,收入,19.08,股票,
2020-07-19 10:23:04,收入,153.81,兼职,购物返现
2020-10-09 22:49:03,收入,369.76,红包,
2020-02-05 23:51:08,收入,291.61,奖金,
2020-02-17 05:28:04,收入,254.56,股票,奖金发放
2020-03-26 10:08:05,支出,81.59,娱乐,
2020-04-28 08:26:06,收入,293.22,二手转卖,
2020-10-25 15:06:39,支出,511.87,彩票,
2020-09-12 01:06:27,收入,402.93,奖金,
2020-11-20 16:41:00,收入,329.18,礼金,
2020-05-01 19:19:58,收入,205.99,兼职,年度统计
2020-03-07 09:16:18,支出,364.32,装修,
2020-10-03 06:00:18,支出,284.56,纳税,
2020-10-06 06:16:23,支出,396.54,住房,加班补贴
2020-01-07 04:39:09,支出,795.15,退款,
2020-02-05 12:36:47,支出,368.23,社保,
2020-08-02 05:11:25,支出,166.62,打车,
2020-11-11 13:32:22,支出,290.86,美容,
2020-05-02 16:03:46,收入,169.36,社会保障,
2020-11-19 03:31:28,支出,238.82,打车,
2020-08-17 22:54:48,收入,466.98,公积金,
2020-04-06 17:05:07,支出,742.51,运动,
2020-01-19 19:11:16,支出,711.41,零食,
2020-11-12 18:30:40,支出,437.83,社交,日用品采购
2020-09-24 08:10:34,收入,13.68,社会保障,
2020-03-06 12:48:59,支出,107.95,零食,
2020-01-18 07:27:10,支出,385.12,美容,
2020-09-02 19:40:34,收入,382.41,工作,
2020-11-15 22:40:50,支出,705.94,汽车,
2020-09-27 00:12:46,收入,61.27,报销,
2020-05-07 11:06:09,支出,202.69,爱人,
2020-06-01 00:35:44,支出,162.15,娱乐,
2020-06-21 02:01:42,支出,207.82,快递,
2020-01-27 21:53:08,收入,310.62,利息,
2020-05-19 18:54:17,收入,321.33,工作,
2020-02-21 17:16:22,收入,282.44,社会保障,
2020-02-07 10:22:37,收入,262.32,利息,
2020-05-09 08:07:51,支出,792.48,购物,
2020-02-09 06:26:32,支出,357.37,美容,
2020-08-04 10:03:04,支出,515.20,捐赠,
2020-04-26 05:42:00,支出,456.85,住房,
2020-02-19 08:34:43,支出,570.24,通讯,
2020-10-07 14:20:44,支出,488.34,水电,
2020-01-01 01:36:56,收入,173.85,理财,
2020-08-06 16:39:28,支出,293.23,捐赠,
2020-05-06 22:47:39,支出,756.23,数码,
2020-07-16 05:00:41,收入,254.80,公积金,
2020-05-27 01:31:39,收入,7062.00,工资,
2020-05-25 13:07:38,支出,311.43,购物,
2020-05-11 19:39:44,支出,238.16,居家,
2020-03-19 10:28:18,收入,308.58,利息,
2020-09-16 00:41:57,收入,190.65,理财,
2020-10-09 14:07:44,收入,21.93,股票,
2020-10-14 17:25:58,支出,118.86,纳税,
2020-09-03 04:30:26,收入,470.27,理财,
2020-02-26 04:53:57,收入,362.49,退税退费,
2020-03-07 05:40:50,支出,103.08,退款,
2020-07-15 15:13:56,支出,233.93,汽车,
2020-09-10 23:27:16,支出,100.77,水电,
2020-08-21 02:50:15,收入,439.73,红包,
2020-08-19 22:46:18,支出,662.59,通讯,
2020-05-13 01:23:39,支出,739.44,水果,
2020-09-21 21:55:26,收入,218.33,兼职,
2020-04-09 05:50:53,收入,26.73,退税退费,
2020-02-13 06:40:36,支出,679.81,医疗,奖金发放
2020-07-08 21:13:54,收入,494.09,兼职,生日礼物
2020-12-01 01:33:02,收入,11.44,二手转卖,
2020-12-16 12:55:47,支出,698.17,书,
2020-11-02 00:22:22,收入,444.97,公积金,
2020-11-19 17:20:15,支出,276.11,社保,
2020-11-06 20:30:38,收入,34.15,兼职,
2020-05-01 03:16:19,收入,241.83,工作,数码产品
2020-08-26 13:47:38,支出,677.69,美容,
2020-02-15 00:16:01,收入,408.75,奖金,
2020-10-04 00:03:59,支出,449.97,停车,
2020-11-21 11:28:11,收入,75.95,红包,
2020-09-27 20:30:21,支出,302.01,运动,
2020-12-21 15:24:55,支出,240.41,水果,
2020-03-14 00:19:05,支出,453.94,运动,
2020-12-01 13:55:55,支出,429.19,饮料,彩票中奖
2020-06-19 16:13:39,收入,34.98,报销,年度结算表
2020-07-09 12:23:56,支出,700.89,娱乐,
2020-12-28 12:12:49,收入,53.18,利息,
2020-02-13 06:09:48,收入,443.13,兼职,
2020-12-03 04:40:15,支出,171.81,购物,年度统计
2020-09-17 21:39:21,收入,453.87,理财,
2020-04-22 22:44:17,收入,298.05,理财,
2020-07-15 07:22:47,支出,281.60,服装,
2020-01-27 17:41:39,收入,78.34,股票,
2020-03-14 03:35:32,支出,483.31,日用品,
2020-07-27 12:24:09,支出,760.10,母婴,
2020-12-25 13:59:47,支出,609.24,物业,
2020-05-15 09:39:22,收入,425.83,工作,
2020-10-25 00:37:26,支出,433.08,服装,
2020-01-13 03:11:34,收入,112.09,工作,
2020-01-28 11:17:25,收入,173.32,股票,
2020-07-11 21:28:06,收入,438.71,工资,
2020-09-21 06:16:39,收入,319.78,工资,
2020-03-09 09:38:15,收入,163.45,兼职,
2020-09-09 02:39:51,收入,410.60,二手转卖,
2020-12-14 11:21:45,支出,199.42,地铁,
2020-02-27 11:31:22,收入,379.06,兼职,年度预算表
2020-10-14 13:51:42,收入,405.94,理财,
2020-08-22 01:13:12,支出,385.34,医疗,
2020-03-07 06:07:26,支出,393.23,教育,
2020-11-11 12:29:15,支出,556.66,医疗,
2020-07-15 22:00:57,支出,20.97,退款,
2020-10-19 00:27:33,收入,7068.00,工资,
2020-04-11 02:14:21,支出,276.82,汽车,
2020-05-04 16:19:24,收入,372.53,社会保障,
2020-06-04 12:24:25,支出,36.10,快递,
2020-10-17 18:31:42,支出,390.24,物业,
2020-10-21 22:05:32,收入,302.04,红包,
2020-05-17 00:53:54,收入,346.33,利息,
2020-06-06 06:37:49,支出,161.77,数码,
2020-06-16 05:16:03,收入,118.89,奖金,
2020-10-11 14:50:47,收入,75.57,工作,
2020-12-08 18:03:14,收入,44.23,社会保障,
2020-05-20 05:43:33,支出,492.46,娱乐,
2020-02-25 06:05:38,支出,126.26,交通,
2020-10-12 12:40:48,收入,234.60,理财,
2020-08-04 15:56:18,收入,135.00,工资,
2020-04-16 19:58:16,收入,292.19,理财,
2020-12-06 16:47:09,支出,657.52,纳税,兼职收入
2020-09-14 05:10:46,支出,333.52,烟酒,
2020-04-06 01:28:48,支出,635.97,爱人,
2020-09-22 11:13:39,支出,671.33,装修,
2020-01-28 22:50:08,收入,117.16,退税退费,
2020-05-12 01:06:57,支出,639.78,烟酒,
2020-05-17 07:54:52,收入,491.46,礼金,
2020-08-27 14:13:07,收入,96.34,退税退费,
2020-08-14 03:09:04,支出,761.39,彩票,
2020-07-27 06:48:28,支出,461.91,宠物,加班补贴
2020-03-21 22:36:34,支出,463.23,医疗,
2020-07-23 18:06:49,收入,71.98,奖金,
2020-12-22 13:49:16,支出,564.43,打车,
2020-02-27 10:20:53,支出,361.72,打车,
2020-03-14 09:34:04,收入,6932.00,工资,
2020-10-22 23:25:28,收入,493.68,二手转卖,
2020-08-01 12:51:37,收入,226.28,公积金,
2020-07-01 22:50:19,收入,101.23,利息,
2020-12-10 23:49:11,支出,430.39,维修,
2020-09-04 22:43:23,收入,439.49,理财,
2020-10-08 23:03:09,收入,21.72,二手转卖,美容护肤
2020-08-13 23:04:41,收入,85.62,工资,
2020-09-16 15:47:36,支出,253.82,娱乐,彩票投注
2020-10-03 06:26:00,支出,691.56,地铁,
2020-02-04 01:26:26,支出,765.88,打车,
2020-01-22 14:27:42,支出,33.29,学习,
2020-11-04 13:14:06,收入,54.99,礼金,
2020-05-04 00:01:15,收入,101.10,公积金,
2020-11-28 12:42:29,收入,232.27,公积金,
2020-05-01 17:50:38,支出,230.03,日用品,
2020-01-19 15:44:08,支出,67.92,装修,
2020-11-08 22:17:26,收入,15.66,红包,
2020-03-27 03:23:13,收入,443.79,公积金,
2020-04-12 01:19:04,收入,334.45,兼职,娱乐消费
2020-08-14 12:00:21,支出,290.13,水电,
2020-01-05 01:46:34,收入,49.09,社会保障,
2020-06-05 05:33:15,支出,436.42,娱乐,
2020-06-23 05:32:52,支出,461.87,书,
2020-01-25 00:33:12,支出,205.34,纳税,
2020-08-11 04:17:03,支出,736.40,购物,
2020-08-18 19:42:02,支出,610.39,娱乐,
2020-01-05 08:19:19,收入,300.49,兼职,
2020-02-26 06:35:29,收入,18.15,股票,
2020-08-01 05:55:25,收入,103.91,红包,
2020-09-19 02:09:36,支出,526.75,旅行,
2020-01-03 06:22:25,收入,139.30,退税退费,
2020-09-21 14:59:23,收入,371.71,公积金,
2020-06-06 01:04:39,收入,393.47,二手转卖,
2020-08-24 23:55:44,收入,453.57,公积金,
2020-04-21 18:11:21,收入,449.51,兼职,
2020-01-19 15:35:07,收入,473.32,工资,
2020-05-06 20:38:23,支出,330.86,物业,
2020-07-23 07:19:18,支出,665.70,打车,
2020-01-23 16:05:25,收入,384.63,社会保障,
2020-03-01 17:20:21,支出,588.42,数码,股票分红
2020-12-16 02:21:29,收入,73.83,二手转卖,
2020-01-16 22:00:14,收入,301.08,理财,生日礼物
2020-05-07 00:01:57,收入,180.44,股票,
2020-11-13 06:29:40,支出,455.65,物业,
2020-09-25 15:43:44,支出,177.06,物业,年度审计表
2020-05-16 14:43:58,收入,62.05,工资,
2020-05-01 19:17:06,支出,731.77,汽车,
2020-12-14 15:08:38,收入,76.93,社会保障,
2020-07-15 08:47:40,收入,60.35,二手转卖,家庭聚会
2020-04-03 08:26:23,支出,152.99,旅行,
2020-03-08 21:52:03,支出,746.88,纳税,
2020-12-05 21:13:22,支出,385.85,维修,
2020-12-12 18:23:25,支出,521.57,宠物,
2020-11-21 13:10:03,支出,475.20,停车,
2020-02-16 19:43:16,收入,74.04,奖金,
2020-09-02 14:53:42,收入,283.55,公积金,
2020-10-19 05:35:09,收入,491.91,二手转卖,
2020-05-24 03:42:05,支出,658.19,交通,
2020-01-19 14:58:16,支出,394.92,退款,
2020-04-06 10:07:10,收入,6961.00,工资,
2020-12-17 05:18:28,收入,473.79,报销,年度报告
2020-02-06 04:00:42,支出,472.40,购物,
2020-04-11 11:09:06,收入,68.46,工作,彩票投注
2020-10-02 06:50:11,支出,740.85,爱人,
2020-11-26 14:18:44,支出,723.66,物业,
2020-12-24 07:42:21,收入,354.85,理财,
2020-11-07 02:01:41,支出,593.03,社交,
2020-05-20 08:36:21,收入,346.64,股票,购物返现
2020-11-05 05:58:11,支出,79.19,社保,
2020-06-12 20:17:08,收入,178.88,利息,
2020-05-24 15:24:17,收入,186.47,公积金,
2020-03-09 03:56:02,支出,156.21,彩票,
2020-11-17 13:22:04,收入,227.34,奖金,
2020-05-10 23:45:27,支出,256.57,书,
2020-06-12 23:25:44,收入,155.81,理财,
2020-06-21 21:39:44,支出,74.56,游戏,
2020-08-19 11:19:12,支出,87.67,餐饮,
2020-05-28 21:20:06,收入,95.37,报销,
2020-04-06 06:12:25,收入,26.69,二手转卖,
2020-11-23 09:38:06,收入,206.81,工作,
2020-05-28 00:40:48,支出,162.80,零食,
2020-08-15 05:18:39,支出,370.77,医疗,
2020-09-27 15:32:01,收入,358.87,工作,
2020-10-26 02:11:35,收入,270.62,工资,
2020-12-06 21:43:02,支出,153.29,外卖,年度总结报告
2020-09-19 19:47:24,支出,586.99,快递,
2020-06-20 02:49:51,收入,185.13,社会保障,
2020-08-04 23:26:30,收入,398.81,报销,
2020-07-06 17:07:34,支出,57.10,购物,水果采购
2020-07-02 11:07:13,收入,7014.00,工资,
2020-03-09 08:25:45,支出,237.98,日用品,
2020-06-21 22:39:17,支出,748.76,爱人,
2020-07-17 20:03:59,收入,406.93,红包,
2020-09-26 01:25:34,收入,283.91,利息,
2020-05-20 13:29:23,支出,668.68,彩票,
2020-05-22 01:38:21,收入,33.77,礼金,年度统计表
2020-04-24 16:46:09,收入,353.16,二手转卖,
2020-09-20 01:59:33,收入,109.39,公积金,
2020-04-07 17:13:29,支出,407.93,维修,
2020-07-19 03:02:28,支出,778.77,运动,
2020-03-22 06:15:07,收入,392.51,二手转卖,
2020-05-11 09:19:18,支出,85.67,家庭,
2020-11-24 15:25:59,支出,694.86,购物,书籍购买
2020-03-20 14:24:47,收入,365.63,兼职,
2020-01-26 17:46:51,支出,532.26,美容,
2020-08-15 09:30:09,支出,558.14,饮料,
2020-12-28 14:06:15,收入,361.60,社会保障,
2020-12-07 19:03:02,收入,461.03,工资,
2020-07-22 22:53:01,收入,440.44,红包,
2020-11-18 00:21:15,支出,407.70,外卖,
2020-12-16 04:15:40,支出,773.17,书,
2020-11-14 18:43:21,支出,248.65,游戏,
2020-11-09 08:49:02,收入,261.17,社会保障,
2020-08-25 01:16:09,收入,378.91,股票,
2020-07-09 18:54:36,收入,208.23,红包,
2020-02-26 23:31:19,支出,787.81,美容,
2020-05-08 10:50:34,支出,493.39,社保,
2020-08-02 22:52:06,支出,445.59,书,
2020-09-18 12:38:36,收入,30.81,理财,
2020-01-04 03:57:19,收入,7048.00,工资,
2020-01-12 13:43:19,收入,287.80,礼金,
2020-01-21 02:13:00,支出,115.08,水电,
2020-05-05 01:25:23,支出,485.02,教育,交通费
2020-02-09 08:56:22,支出,408.84,书,
2020-06-16 21:01:19,支出,498.68,通讯,年度对账表
2020-04-04 20:21:38,支出,149.18,地铁,
2020-08-09 01:07:00,收入,444.00,奖金,
2020-06-07 05:23:38,收入,80.47,利息,
2020-06-13 10:38:50,支出,347.04,服装,
2020-02-09 00:59:26,支出,209.47,购物,年度报告
2020-04-17 00:17:25,支出,555.11,汽车,
2020-12-09 20:32:17,收入,169.60,股票,
2020-10-04 00:22:46,收入,45.83,报销,
2020-06-19 08:24:01,收入,17.19,理财,
2020-04-26 13:41:21,支出,456.55,零食,
2020-05-19 10:44:30,支出,615.69,餐饮,
2020-11-09 10:35:31,收入,425.60,公积金,
2020-02-04 12:15:32,收入,145.19,公积金,
2020-02-14 07:38:31,支出,553.01,游戏,
2020-10-05 06:53:04,支出,656.88,社保,
2020-08-21 13:38:52,支出,464.18,快递,
2020-07-21 09:55:33,收入,343.24,奖金,
2020-09-05 19:57:18,支出,693.63,交通,
2020-05-14 01:04:47,支出,575.25,通讯,
2020-07-03 07:22:32,收入,493.19,股票,
2020-01-13 19:35:14,支出,449.25,宠物,
2020-08-09 04:55:45,支出,152.27,家庭,
2020-03-25 05:47:00,收入,18.73,退税退费,
2020-09-28 05:24:16,收入,372.76,工资,
2020-10-08 12:43:37,支出,665.37,游戏,
2020-10-24 01:10:00,支出,18.27,交通,
2020-09-15 17:38:49,支出,96.84,运动,
2020-07-22 01:48:23,收入,232.09,理财,
2020-03-10 06:04:40,支出,203.23,零食,
2020-04-02 06:05:06,支出,169.56,停车,
2020-10-25 00:00:34,收入,219.10,社会保障,
2020-01-12 16:13:56,支出,370.87,汽车,
2020-10-14 09:16:19,支出,583.92,水果,
2020-02-24 10:32:13,收入,74.02,公积金,
2020-06-01 01:59:17,收入,98.09,奖金,
2020-03-27 18:02:38,支出,600.57,住房,
2020-07-09 02:02:56,收入,453.10,报销,
2020-12-25 11:50:05,收入,17.27,退税退费,物业费
2020-12-20 21:41:20,支出,42.90,社保,
2020-09-19 20:48:25,支出,541.27,爱人,
2020-10-10 11:35:52,收入,232.55,公积金,美容护肤
2020-01-14 04:38:00,收入,483.34,报销,年度核算
2020-01-17 09:50:20,收入,116.45,股票,
2020-03-22 18:06:28,收入,358.30,工资,
2020-02-12 23:44:44,支出,111.40,汽车,
2020-10-23 07:35:56,支出,188.87,医疗,
2020-04-19 11:15:02,支出,483.33,纳税,医疗报销
2020-01-15 10:42:29,支出,251.29,交通,
2020-12-08 09:39:53,收入,236.84,奖金,
2020-05-19 10:02:04,收入,176.18,二手转卖,
2020-03-21 18:04:48,收入,305.11,兼职,
2020-09-11 02:40:35,支出,228.80,运动,
2020-07-06 12:25:08,收入,435.19,奖金,打车出行
2020-12-22 23:15:50,支出,554.32,社保,
2020-10-13 14:31:58,收入,6911.00,工资,
2020-05-27 01:19:16,支出,323.61,娱乐,
2020-03-05 19:33:51,收入,201.97,红包,
2020-09-19 11:29:52,收入,276.69,退税退费,
2020-05-24 02:15:53,支出,727.36,停车,
2020-06-28 03:22:31,收入,406.62,红包,
2020-09-17 05:16:49,收入,347.93,二手转卖,
2020-02-26 05:47:22,支出,197.35,退款,年度评估表
2020-01-12 07:30:01,支出,585.19,数码,
2020-11-03 20:10:18,收入,308.29,工资,
2020-01-22 03:19:58,收入,363.64,工作,
2020-05-05 17:35:16,支出,716.18,住房,
2020-02-15 09:06:40,收入,343.44,工资,
2020-01-25 11:48:18,支出,499.21,水果,
2020-02-13 07:50:08,支出,770.10,美容,
2020-02-20 08:52:14,收入,218.48,退税退费,
2020-11-08 10:15:49,支出,10.50,纳税,
2020-07-12 18:47:14,收入,122.77,礼金,
2020-01-14 14:02:06,收入,381.65,礼金,
2020-02-06 06:10:52,支出,508.09,美容,
2020-06-13 18:03:37,收入,157.79,兼职,
2020-11-17 08:31:52,支出,549.89,地铁,年度结算表
2020-09-16 22:57:15,支出,149.70,汽车,
2020-09-12 06:13:22,收入,366.98,报销,
2020-08-10 10:59:27,收入,66.71,兼职,年度支出表
2020-02-15 20:51:44,收入,160.41,红包,
2020-08-05 18:49:00,收入,28.66,礼金,
2020-04-19 15:30:49,收入,298.40,工作,
2020-10-17 22:13:26,支出,618.09,社交,
2020-11-02 15:56:03,收入,38.27,报销,
2020-06-14 16:29:41,收入,7059.00,工资,
2020-07-08 11:16:52,支出,278.19,爱人,
2020-05-15 16:31:10,收入,423.20,红包,
2020-10-19 02:14:58,支出,328.85,学习,
2020-07-20 12:57:03,收入,395.04,礼金,
2020-08-13 00:06:46,支出,496.02,维修,
2020-09-22 19:08:06,收入,131.18,退税退费,
2020-09-14 10:37:53,支出,335.19,居家,工资收入
2020-02-22 00:01:30,支出,767.61,书,
2020-03-04 20:42:21,支出,310.46,停车,
2020-05-11 12:15:41,收入,376.56,工资,数码产品
2020-04-15 11:25:44,收入,210.87,公积金,
2020-06-24 01:34:56,收入,268.45,股票,
2020-04-27 10:41:04,收入,323.24,社会保障,
2020-05-22 05:17:19,支出,555.68,宠物,
2020-07-18 23:20:37,收入,260.83,奖金,
2020-05-04 15:25:26,收入,371.17,公积金,
2020-01-15 16:46:18,收入,211.70,奖金,
2020-06-15 20:24:28,支出,562.25,外卖,
2020-04-08 07:45:26,收入,167.54,兼职,
2020-04-23 14:35:40,收入,257.89,奖金,
2020-04-11 16:46:25,收入,168.65,利息,
2020-01-23 04:45:26,支出,404.28,学习,
2020-03-06 06:51:40,支出,514.44,外卖,
2020-05-14 09:23:38,支出,465.10,社保,
2020-03-07 08:53:30,支出,740.14,退款,
2020-12-11 05:47:04,支出,118.57,纳税,
2020-05-02 12:58:02,收入,200.20,工作,
2020-04-20 05:59:53,支出,555.52,书,
2020-02-18 22:05:47,收入,348.20,社会保障,
2020-02-04 04:55:46,支出,144.52,捐赠,
2020-11-15 12:42:23,收入,391.91,股票,
2020-07-01 18:07:58,收入,466.50,礼金,
2020-03-10 08:24:59,收入,33.21,退税退费,
2020-08-04 03:30:32,收入,211.15,兼职,
2020-09-04 18:32:31,支出,403.74,日用品,
2020-06-08 05:39:02,收入,352.91,股票,
2020-12-02 03:35:16,支出,758.43,汽车,
2020-07-11 16:32:37,支出,111.50,教育,
2020-11-14 14:36:25,支出,311.38,通讯,
2020-05-06 03:46:00,收入,83.90,股票,
2020-07-05 07:42:08,收入,361.30,利息,
2020-01-19 08:01:30,收入,427.75,奖金,
2020-01-26 03:50:47,收入,475.51,红包,年度总结报告
2020-06-25 03:12:34,支出,170.44,居家,年度结余表
2020-11-13 21:38:18,支出,348.18,汽车,
2020-10-16 21:04:41,支出,297.01,停车,
2020-06-20 17:00:37,收入,324.70,退税退费,
2020-11-24 10:30:59,支出,724.12,停车,
2020-09-08 14:12:15,支出,263.89,烟酒,
2020-07-20 11:04:39,支出,527.45,母婴,
2020-10-25 03:33:14,支出,194.51,书,
2020-09-14 12:18:44,收入,212.74,股票,
2020-08-03 07:25:51,收入,131.40,理财,
2020-07-14 01:56:34,支出,597.44,旅行,
2020-03-16 00:28:49,支出,286.21,水电,
2020-02-25 15:42:09,收入,331.97,股票,
2020-01-28 17:57:54,支出,596.40,打车,
2020-04-16 00:24:28,支出,406.71,通讯,
2020-11-19 09:43:15,支出,537.03,日用品,
2020-03-19 06:28:34,收入,6939.00,工资,
2020-09-24 14:30:52,收入,215.13,红包,
2020-05-27 14:25:28,收入,452.49,报销,
2020-11-19 14:26:47,支出,144.74,学习,年度对账
2020-12-14 18:41:31,支出,284.49,地铁,
2020-07-19 18:45:52,支出,309.62,宠物,
2020-06-10 04:53:41,支出,362.60,旅行,
2020-07-22 01:28:38,收入,489.71,礼金,
2020-02-01 23:10:32,支出,535.20,教育,年度支出
2020-02-16 14:39:03,支出,329.84,购物,
2020-05-20 00:34:38,收入,158.79,工资,
2020-04-12 14:35:15,收入,196.75,奖金,
2020-01-23 21:22:05,收入,79.91,退税退费,
2020-07-11 00:33:41,收入,247.27,股票,
2020-04-18 03:21:29,支出,236.55,美容,
2020-07-22 15:36:09,收入,145.86,礼金,
2020-05-12 15:49:17,收入,251.21,社会保障,
2020-07-27 06:06:38,支出,653.77,娱乐,
2020-07-10 08:38:55,支出,640.51,社保,
2020-10-13 10:52:39,收入,272.11,红包,
2020-03-18 12:37:45,支出,782.57,医疗,
2020-03-11 04:38:58,支出,604.26,水电,
2020-02-21 03:58:23,支出,199.21,物业,
2020-12-17 09:41:14,支出,151.47,居家,
2020-07-08 03:18:14,支出,693.42,烟酒,
2020-03-10 18:00:41,支出,71.13,服装,
2020-05-12 13:40:26,收入,250.55,退税退费,
